Timestamp,Load Cell 1 (mN),Load Cell 2 (mN),Current (A),Voltage (V),Shunt Voltage (mV),Power (W),Manual Power (W)
2025-07-02 14:30:51 CDT,-0.07,-0.3,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:51 CDT,-0.19,-0.29,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:30:51 CDT,-0.24,-0.14,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:51 CDT,-0.23,-0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:51 CDT,-0.11,0.01,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:52 CDT,-0.11,0.08,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:52 CDT,-0.11,0.14,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:52 CDT,-0.24,0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:52 CDT,-0.38,0.11,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:52 CDT,-0.36,0.26,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:30:52 CDT,-0.31,0.14,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:53 CDT,-0.4,0.36,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:53 CDT,-0.37,0.65,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:30:53 CDT,-0.23,0.76,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:53 CDT,-0.13,1.01,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:30:53 CDT,-0.06,1.42,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:53 CDT,-0.19,1.23,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:54 CDT,-0.14,1.49,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:54 CDT,-0.04,1.73,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:54 CDT,0.14,1.88,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:54 CDT,0.2,1.56,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:54 CDT,0.26,1.53,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:30:54 CDT,0.27,1.38,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:55 CDT,0.36,1.02,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:55 CDT,0.44,1.09,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:55 CDT,0.54,1.31,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:55 CDT,0.68,1.26,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:55 CDT,0.68,0.84,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:55 CDT,0.77,1.01,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:56 CDT,0.88,0.76,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:56 CDT,1.0,0.29,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:56 CDT,1.03,0.24,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:56 CDT,1.03,0.28,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:56 CDT,1.13,-0.08,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:56 CDT,1.3,0.03,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:57 CDT,1.31,0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:57 CDT,1.34,-0.14,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:57 CDT,1.37,-0.22,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:57 CDT,1.5,0.11,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:57 CDT,1.58,-0.1,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:30:57 CDT,1.55,-0.1,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:58 CDT,1.61,0.24,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:58 CDT,1.6,0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:58 CDT,1.74,-0.03,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:58 CDT,1.9,0.17,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:58 CDT,1.81,0.36,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:58 CDT,1.8,0.03,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:59 CDT,1.94,-0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:59 CDT,2.01,0.19,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:30:59 CDT,1.94,0.11,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:30:59 CDT,2.0,-0.14,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:59 CDT,1.97,0.19,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:30:59 CDT,1.91,0.08,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:00 CDT,2.01,0.0,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:00 CDT,2.04,0.22,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:00 CDT,1.95,0.36,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:00 CDT,1.88,0.17,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:00 CDT,1.94,0.41,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:00 CDT,2.02,0.53,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:01 CDT,1.91,0.24,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:01 CDT,1.85,0.37,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:01 CDT,1.81,0.57,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:01 CDT,1.71,0.5,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:01 CDT,1.78,0.47,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:02 CDT,1.82,0.69,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:02 CDT,1.68,0.8,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:02 CDT,1.55,0.82,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:02 CDT,1.68,1.04,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:02 CDT,1.72,1.29,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:02 CDT,1.61,1.22,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:03 CDT,1.58,1.38,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:03 CDT,1.54,1.42,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:03 CDT,1.47,1.3,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:03 CDT,1.4,1.18,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:03 CDT,1.47,1.27,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:03 CDT,1.38,1.12,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:04 CDT,1.3,0.95,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:04 CDT,1.43,1.15,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:04 CDT,1.5,1.27,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:04 CDT,1.38,1.05,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:04 CDT,1.41,1.08,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:04 CDT,1.37,1.18,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:05 CDT,1.28,1.02,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:05 CDT,1.31,0.95,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:05 CDT,1.38,0.95,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:05 CDT,1.34,0.86,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:05 CDT,1.27,0.57,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:05 CDT,1.4,0.64,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:06 CDT,1.43,0.5,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:06 CDT,1.3,0.33,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:06 CDT,1.2,0.35,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:06 CDT,1.34,0.44,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:06 CDT,1.34,0.32,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:06 CDT,1.33,0.48,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:07 CDT,1.31,0.61,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:07 CDT,1.25,0.48,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:07 CDT,1.25,0.29,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:07 CDT,1.3,0.4,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:07 CDT,1.23,0.36,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:07 CDT,1.13,0.22,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:08 CDT,1.07,0.3,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:08 CDT,1.11,0.32,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:08 CDT,1.08,0.18,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:08 CDT,0.94,0.18,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:08 CDT,0.95,0.39,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:08 CDT,0.83,0.25,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:09 CDT,0.77,0.35,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:09 CDT,0.84,0.43,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:09 CDT,0.84,0.43,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:09 CDT,0.73,0.36,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:09 CDT,0.64,0.53,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:09 CDT,0.63,0.46,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:10 CDT,0.61,0.47,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:10 CDT,0.5,0.58,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:10 CDT,0.43,0.64,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:10 CDT,0.47,0.54,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:10 CDT,0.4,0.5,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:10 CDT,0.34,0.44,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:11 CDT,0.24,0.25,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:11 CDT,0.24,0.14,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:11 CDT,0.13,0.25,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:11 CDT,0.21,0.11,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:11 CDT,0.1,0.1,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:11 CDT,0.04,0.17,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:12 CDT,-0.07,0.01,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:12 CDT,-0.19,-0.03,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:12 CDT,-0.38,-0.03,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:12 CDT,-0.4,0.15,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:12 CDT,-0.29,-0.25,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:12 CDT,-0.1,-0.77,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:13 CDT,-0.56,-1.11,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:13 CDT,-0.67,-1.8,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:13 CDT,-0.47,-2.21,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:13 CDT,-0.47,-1.98,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:13 CDT,-0.6,-2.0,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:13 CDT,-0.66,-1.89,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:14 CDT,-0.73,-1.44,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:14 CDT,-1.0,-1.22,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:14 CDT,-0.95,-1.22,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:14 CDT,-1.03,-0.91,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:14 CDT,-1.17,-0.97,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:15 CDT,-1.45,-1.31,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:15 CDT,-1.23,-1.38,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:15 CDT,-1.18,-1.33,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:15 CDT,-0.91,-1.76,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:15 CDT,-1.08,-2.07,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:15 CDT,-1.43,-1.37,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:16 CDT,-1.77,-0.83,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:16 CDT,-1.35,-0.8,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:16 CDT,-1.24,-0.41,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:16 CDT,-1.5,-0.1,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:16 CDT,-1.85,-0.54,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:16 CDT,-1.55,-0.71,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:17 CDT,-1.51,-0.46,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:17 CDT,-1.47,-0.83,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:17 CDT,-1.5,-0.98,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:17 CDT,-1.41,-0.9,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:17 CDT,-1.55,-1.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:17 CDT,-1.35,-1.13,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:18 CDT,-1.05,-0.72,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:18 CDT,-1.21,-0.46,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:18 CDT,-1.31,-0.73,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:18 CDT,-1.11,-0.4,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:18 CDT,-0.86,-0.35,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:18 CDT,-0.95,-0.68,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:19 CDT,-0.86,-0.82,0.021,7.8,0.0,0.17,0.16
2025-07-02 14:31:19 CDT,-0.94,-0.55,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:19 CDT,-0.91,-0.76,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:19 CDT,-0.81,-0.62,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:19 CDT,-0.61,-0.3,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:19 CDT,-0.86,-0.11,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:20 CDT,-0.86,-0.25,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:20 CDT,-0.74,-0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:20 CDT,-0.56,0.0,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:20 CDT,-0.83,-0.3,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:20 CDT,-0.76,-0.22,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:20 CDT,-0.78,-0.14,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:21 CDT,-0.83,-0.35,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:21 CDT,-0.8,-0.4,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:21 CDT,-0.76,-0.08,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:21 CDT,-1.03,-0.25,0.021,7.81,0.0,0.12,0.16
2025-07-02 14:31:21 CDT,-1.05,-0.17,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:22 CDT,-0.91,0.08,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:22 CDT,-0.94,0.1,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:22 CDT,-1.18,-0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:22 CDT,-1.34,0.24,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:22 CDT,-1.35,0.07,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:22 CDT,-1.47,-0.14,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:23 CDT,-1.33,-0.11,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:23 CDT,-1.27,-0.1,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:23 CDT,-1.51,-0.15,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:23 CDT,-1.68,-0.12,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:23 CDT,-1.44,0.04,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:23 CDT,-1.45,-0.17,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:24 CDT,-1.61,-0.12,0.018,7.81,0.0,0.12,0.14
2025-07-02 14:31:24 CDT,-1.65,0.04,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:24 CDT,-1.57,-0.04,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:24 CDT,-1.61,-0.3,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:24 CDT,-1.44,-0.08,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:24 CDT,-1.57,0.01,0.019,7.8,0.0,0.17,0.15
2025-07-02 14:31:25 CDT,-1.65,-0.03,0.019,7.8,0.0,0.17,0.15
2025-07-02 14:31:25 CDT,-1.74,-0.03,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:25 CDT,-1.51,0.15,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:25 CDT,-1.37,-0.12,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:25 CDT,-1.5,-0.03,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:25 CDT,-1.48,0.12,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:26 CDT,-1.41,0.0,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:26 CDT,-1.35,-0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:26 CDT,-1.28,0.11,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:26 CDT,-1.18,0.03,0.019,7.81,0.0,0.17,0.15
2025-07-02 14:31:26 CDT,-1.24,-0.06,0.021,7.8,0.0,0.17,0.16
2025-07-02 14:31:26 CDT,-1.1,0.22,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:27 CDT,-0.9,0.15,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:27 CDT,-0.94,-0.03,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:27 CDT,-1.03,0.06,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:27 CDT,-0.87,0.28,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:27 CDT,-0.73,-0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:27 CDT,-0.61,-0.19,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:28 CDT,-0.5,-0.06,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:28 CDT,-0.3,0.17,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:28 CDT,-0.37,-0.1,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:28 CDT,-0.3,0.25,0.019,7.8,0.0,0.17,0.15
2025-07-02 14:31:28 CDT,-0.07,0.28,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:28 CDT,0.03,0.03,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:29 CDT,-0.11,0.3,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:29 CDT,-0.06,0.43,0.021,7.81,0.0,0.17,0.16
2025-07-02 14:31:29 CDT,0.16,0.08,0.021,7.8,0.0,0.17,0.16
2025-07-02 14:31:29 CDT,0.36,0.0,0.021,7.8,0.0,0.17,0.16
2025-07-02 14:31:29 CDT,0.34,0.21,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:30 CDT,0.31,-0.25,0.02,7.8,0.0,0.17,0.16
2025-07-02 14:31:30 CDT,0.37,-0.35,0.021,7.8,0.0,0.17,0.16
2025-07-02 14:31:30 CDT,0.56,-0.08,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:30 CDT,0.73,-0.08,0.023,7.81,0.0,0.17,0.18
2025-07-02 14:31:30 CDT,0.51,-0.39,0.02,7.81,0.0,0.17,0.16
2025-07-02 14:31:30 CDT,0.41,0.01,0.02,7.81,0.0,0.17,0.16
