Timestamp,Load Cell 1 (mN),Load Cell 2 (mN),Current (A),Voltage (V),Shunt Voltage (mV),Power (W),Manual Power (W)
2025-07-02 14:48:31 CDT,-1.2,33.7,0.038,7.58,0.0,0.27,0.29
2025-07-02 14:48:31 CDT,-1.31,-5.49,0.074,7.56,0.0,0.57,0.56
2025-07-02 14:48:31 CDT,-2.25,2.82,0.236,7.51,0.0,1.75,1.77
2025-07-02 14:48:32 CDT,-0.56,37.55,0.064,7.56,0.0,0.5,0.48
2025-07-02 14:48:32 CDT,-0.57,3.69,0.075,7.56,0.0,0.57,0.57
2025-07-02 14:48:32 CDT,-0.48,1.3,0.053,7.56,0.0,0.4,0.4
2025-07-02 14:48:32 CDT,1.41,31.6,0.046,7.57,0.0,0.27,0.35
2025-07-02 14:48:32 CDT,-0.1,8.41,0.108,7.57,0.0,0.83,0.82
2025-07-02 14:48:32 CDT,0.17,43.52,0.066,7.46,0.0,0.5,0.49
2025-07-02 14:48:33 CDT,2.01,49.49,0.096,7.55,0.0,0.63,0.72
2025-07-02 14:48:33 CDT,1.28,7.58,2.396,6.63,0.0,16.1,15.88
2025-07-02 14:48:33 CDT,1.6,37.44,0.094,7.54,0.0,0.7,0.71
2025-07-02 14:48:33 CDT,1.72,48.54,0.021,7.58,0.0,0.17,0.16
2025-07-02 14:48:33 CDT,1.7,13.13,1.583,6.98,0.0,9.38,11.04
2025-07-02 14:48:33 CDT,1.7,36.04,0.083,7.55,0.0,0.63,0.63
2025-07-02 14:48:34 CDT,2.12,48.62,0.078,7.55,0.0,0.57,0.59
2025-07-02 14:48:34 CDT,1.97,23.5,0.263,7.42,0.0,1.98,1.95
2025-07-02 14:48:34 CDT,0.74,-0.47,0.074,7.55,0.0,0.57,0.56
2025-07-02 14:48:34 CDT,1.84,14.94,0.039,7.57,0.0,0.27,0.3
2025-07-02 14:48:34 CDT,2.45,32.09,0.07,7.54,0.0,0.53,0.53
2025-07-02 14:48:34 CDT,1.48,10.63,0.074,7.55,0.0,0.57,0.56
2025-07-02 14:48:35 CDT,0.48,2.74,0.021,7.58,0.0,0.17,0.16
2025-07-02 14:48:35 CDT,0.9,24.44,0.304,7.37,0.0,5.0,2.24
2025-07-02 14:48:35 CDT,0.26,13.23,0.076,7.55,0.0,0.57,0.57
2025-07-02 14:48:35 CDT,0.17,-4.8,2.153,6.91,0.0,14.18,14.88
2025-07-02 14:48:35 CDT,0.34,13.19,0.035,7.57,0.0,0.27,0.26
2025-07-02 14:48:36 CDT,0.97,-24.32,0.074,7.55,0.0,0.57,0.56
2025-07-02 14:48:36 CDT,1.41,-35.21,1.369,6.95,0.0,9.63,9.51
2025-07-02 14:48:36 CDT,1.9,6.5,0.065,7.55,0.0,0.5,0.49
2025-07-02 14:48:36 CDT,1.92,-17.42,0.078,7.55,0.0,0.57,0.59
2025-07-02 14:48:36 CDT,1.68,-10.96,0.953,7.28,0.0,6.93,6.94
2025-07-02 14:48:36 CDT,2.52,7.84,0.036,7.57,0.0,0.27,0.27
2025-07-02 14:48:37 CDT,2.96,-14.02,0.074,7.55,0.0,0.53,0.56
2025-07-02 14:48:37 CDT,1.78,-21.46,0.133,7.53,0.0,0.7,1.0
2025-07-02 14:48:37 CDT,2.52,-0.24,0.083,7.55,0.0,0.63,0.63
2025-07-02 14:48:37 CDT,2.15,-11.82,0.073,7.55,0.0,0.5,0.55
2025-07-02 14:48:37 CDT,1.4,-31.19,0.41,7.45,0.0,1.6,3.05
2025-07-02 14:48:37 CDT,2.04,-11.93,0.053,7.56,0.0,0.53,0.4
2025-07-02 14:48:38 CDT,2.11,-10.52,2.354,6.55,0.0,15.65,15.43
2025-07-02 14:48:38 CDT,1.08,-33.44,0.093,7.56,0.0,0.7,0.7
2025-07-02 14:48:38 CDT,1.6,-21.79,0.02,7.57,0.0,0.17,0.15
2025-07-02 14:48:38 CDT,1.6,-6.23,1.085,7.15,0.0,6.75,7.76
2025-07-02 14:48:38 CDT,0.09,-27.91,0.094,7.54,0.0,0.7,0.71
2025-07-02 14:48:38 CDT,0.91,-25.98,1.689,7.14,0.0,11.3,12.06
2025-07-02 14:48:39 CDT,2.15,-2.07,0.133,7.53,0.0,0.73,1.0
2025-07-02 14:48:39 CDT,0.26,-15.94,0.076,7.55,0.0,0.57,0.57
2025-07-02 14:48:39 CDT,0.4,-27.62,1.558,6.86,0.0,10.85,10.68
2025-07-02 14:48:39 CDT,1.8,-0.11,0.411,7.49,0.0,3.08,3.08
2025-07-02 14:48:39 CDT,0.07,-39.07,0.073,7.55,0.0,0.57,0.55
