Timestamp,Load Cell 1 (mN),Load Cell 2 (mN),Current (A),Voltage (V),Shunt Voltage (mV),Power (W),Manual Power (W)
2025-07-02 14:35:02 CDT,-7.94,-2.25,0.088,7.74,0.0,0.7,0.68
2025-07-02 14:35:02 CDT,-3.53,3.46,0.089,7.74,0.0,0.7,0.69
2025-07-02 14:35:03 CDT,4.56,-4.26,0.065,7.74,0.0,0.65,0.5
2025-07-02 14:35:03 CDT,5.22,-4.16,0.088,7.75,0.0,0.7,0.68
2025-07-02 14:35:03 CDT,5.17,-3.76,0.083,7.75,0.0,0.65,0.64
2025-07-02 14:35:03 CDT,5.24,-3.47,0.089,7.75,0.0,0.7,0.69
2025-07-02 14:35:03 CDT,5.29,-4.35,0.078,7.75,0.0,0.63,0.6
2025-07-02 14:35:03 CDT,8.67,-16.93,0.081,7.75,0.0,0.63,0.63
2025-07-02 14:35:04 CDT,11.43,-12.76,0.086,7.75,0.0,0.65,0.67
2025-07-02 14:35:04 CDT,6.6,-15.18,0.081,7.75,0.0,0.63,0.63
2025-07-02 14:35:04 CDT,-2.48,-6.91,0.098,7.74,0.0,0.78,0.76
2025-07-02 14:35:04 CDT,-4.02,-0.22,0.08,7.75,0.0,0.63,0.62
2025-07-02 14:35:04 CDT,-5.29,-6.65,0.038,7.77,0.0,0.27,0.3
2025-07-02 14:35:04 CDT,-3.15,-4.01,0.066,7.75,0.0,0.53,0.51
2025-07-02 14:35:05 CDT,0.48,-7.98,0.02,7.78,0.0,0.17,0.16
2025-07-02 14:35:05 CDT,1.45,-4.29,0.023,7.78,0.0,0.17,0.18
2025-07-02 14:35:05 CDT,2.02,-1.41,0.088,7.74,0.0,0.7,0.68
2025-07-02 14:35:05 CDT,2.34,2.13,0.089,7.74,0.0,0.7,0.69
2025-07-02 14:35:05 CDT,2.34,3.88,0.079,7.74,0.0,0.63,0.61
2025-07-02 14:35:05 CDT,6.41,-10.42,0.083,7.75,0.0,0.65,0.64
2025-07-02 14:35:06 CDT,1.92,1.04,0.076,7.75,0.0,0.57,0.59
2025-07-02 14:35:06 CDT,1.68,-2.09,0.083,7.75,0.0,0.65,0.64
2025-07-02 14:35:06 CDT,1.52,-6.36,0.078,7.74,0.0,0.63,0.6
2025-07-02 14:35:06 CDT,1.33,-9.86,2.27,6.44,0.0,14.63,14.62
2025-07-02 14:35:06 CDT,1.04,-11.05,0.021,7.78,0.0,0.17,0.16
2025-07-02 14:35:06 CDT,7.92,5.32,0.048,7.76,0.0,0.63,0.37
2025-07-02 14:35:07 CDT,6.37,-1.89,0.088,7.75,0.0,0.7,0.68
2025-07-02 14:35:07 CDT,6.01,2.21,0.09,7.74,0.0,0.65,0.7
2025-07-02 14:35:07 CDT,5.53,6.43,0.036,7.77,0.0,0.27,0.28
2025-07-02 14:35:07 CDT,5.69,8.61,1.135,7.1,0.0,8.1,8.06
2025-07-02 14:35:07 CDT,5.97,9.9,0.08,7.75,0.0,0.63,0.62
2025-07-02 14:35:07 CDT,11.02,-4.52,0.081,7.74,0.0,0.63,0.63
2025-07-02 14:35:08 CDT,8.14,6.39,0.081,7.75,0.0,0.73,0.63
2025-07-02 14:35:08 CDT,7.53,2.1,0.08,7.74,0.0,0.63,0.62
2025-07-02 14:35:08 CDT,6.96,-0.68,0.079,7.74,0.0,0.63,0.61
2025-07-02 14:35:08 CDT,6.93,-4.81,0.099,7.72,0.0,0.78,0.76
2025-07-02 14:35:08 CDT,7.33,-6.76,0.085,7.74,0.0,0.7,0.66
2025-07-02 14:35:08 CDT,4.66,20.16,0.056,7.78,0.0,0.45,0.44
2025-07-02 14:35:09 CDT,0.81,13.15,0.038,7.75,0.0,0.27,0.29
2025-07-02 14:35:09 CDT,0.43,15.65,0.086,7.74,0.0,0.65,0.67
2025-07-02 14:35:09 CDT,0.41,20.09,0.089,7.76,0.0,0.7,0.69
2025-07-02 14:35:09 CDT,0.54,23.27,0.019,7.77,0.0,0.17,0.15
2025-07-02 14:35:09 CDT,0.68,23.28,0.083,7.74,0.0,0.63,0.64
2025-07-02 14:35:09 CDT,0.68,2.86,0.081,7.75,0.0,0.63,0.63
2025-07-02 14:35:10 CDT,1.18,4.47,0.09,7.75,0.0,0.7,0.7
2025-07-02 14:35:10 CDT,0.94,0.79,0.079,7.74,0.0,0.63,0.61
2025-07-02 14:35:10 CDT,1.14,-3.21,0.078,7.74,0.0,0.63,0.6
2025-07-02 14:35:10 CDT,0.93,-5.07,0.02,7.78,0.0,0.17,0.16
2025-07-02 14:35:10 CDT,0.53,-0.5,0.084,7.74,0.0,0.65,0.65
2025-07-02 14:35:11 CDT,2.41,-0.5,0.089,7.74,0.0,0.7,0.69
2025-07-02 14:35:11 CDT,2.99,-7.16,0.085,7.74,0.0,0.7,0.66
2025-07-02 14:35:11 CDT,3.49,-3.51,0.035,7.77,0.0,0.27,0.27
2025-07-02 14:35:11 CDT,3.28,0.24,0.036,7.77,0.0,0.7,0.28
2025-07-02 14:35:11 CDT,3.26,3.5,0.086,7.75,0.0,0.57,0.67
2025-07-02 14:35:11 CDT,5.96,4.44,0.08,7.74,0.0,0.63,0.62
2025-07-02 14:35:12 CDT,8.68,-4.76,0.079,7.74,0.0,0.63,0.61
